식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,유형명,영양성분제공단위량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1회분량,1회분량중량/부피,1일섭취횟수,섭취대상,식품중량/부피,품목제조신고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
F103-001010000-2402,프리미엄 알티지 오메가-3 파워,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,117.18g,22US12466G7,US PHARMATECH INC,제이엠 바이오 팜,해당없음,Y,840,미국,2,수집,2022-03-29,2025-12-30
F103-001010000-2400,프리미엄 알티지 오메가-3 맥스 1200,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1340mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1340mg,1회,,241.20g,23CA24733G2,PREMIUM NATURAL ONE PRODUCTS LTD.,(주)헬스프랜드,해당없음,Y,124,캐나다,2,수집,2023-05-02,2025-12-30
F103-001010000-2398,프리미엄 알티지 오메가-3 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1309mg,10,,0.00,1.20,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1309mg,1회,,117.81g,22US53519G5,US PHARMATECH INC,디비바이오 주식회사,해당없음,Y,840,미국,2,수집,2022-12-05,2025-12-30
F103-001010000-2397,프리미엄 알티지 오메가-3 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,117.18g,25US00807G7,"PHIL INTER PHARMA USA, INC.",미래바이오,해당없음,Y,840,미국,2,수집,2025-04-28,2025-12-30
F103-001010000-2399,프리미엄 알티지 오메가-3 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1309mg,10,,0.00,1.20,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1309mg,1회,,117.81g,24US02168G3,US PHARMATECH NV INC.,디비바이오 주식회사,해당없음,Y,840,미국,2,수집,2024-09-13,2025-12-30
F103-001010000-2395,프리미엄 알티지 오메가-3 1200,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1320mg,10,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,1320mg,1회,,79.20g,22US36948G1,LIFEBLOOM CORP.,헬스밸런스(주),해당없음,Y,840,미국,2,수집,2022-08-23,2025-12-30
F103-001010000-2394,프리미엄 알티지 오메가-3 & 비타민 D 1000IU,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,117.18g,22US49422G7,FIRST LAB U.S.A CO.,주식회사 엔이오푸드월드,해당없음,Y,840,미국,2,수집,2022-11-15,2025-12-30
F103-001010000-2391,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1309mg,10,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1309mg,1회,,117.81g,23US60502G0,B&A HEALTH PRODUCTS CO.,(주)제이에스홀딩스팜,해당없음,Y,840,미국,2,수집,2023-10-23,2025-12-30
F103-001010000-2389,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1309mg,12,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1309mg,1회,,235.62g,24US00803G2,"PHIL INTER PHARMA USA, INC.",(주) 엔라이즈,해당없음,Y,840,미국,2,수집,2024-04-02,2025-12-30
F103-001010000-2390,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1340mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1340mg,1회,,120.60g,24CA00247G1,PREMIUM NATURAL ONE PRODUCTS LTD.,디비바이오 주식회사,해당없음,Y,124,캐나다,2,수집,2024-05-08,2025-12-30
F103-001010000-2387,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1350mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,60.00,,,,1,식품의약품안전처,1캡슐,1350mg,1회,,121.50g,24US02817G3,MAISON PHARMTEC CORP.,휴바이오팜 주식회사,해당없음,Y,840,미국,2,수집,2024-12-12,2025-12-30
F103-001010000-2386,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1309mg,10,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1309mg,1회,,117.81g,25US00477G2,LIFEBLOOM CORP.,(주)제이에스홀딩스팜,해당없음,Y,840,미국,2,수집,2025-03-14,2025-12-30
F103-001010000-2388,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1350mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,60.00,,,,1,식품의약품안전처,1캡슐,1350mg,1회,,121.50g,22US31622G1,MAISON PHARMTEC CORP.,휴바이오팜 주식회사,해당없음,Y,840,미국,2,수집,2022-07-27,2025-12-30
F103-001010000-2393,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1309mg,10,,0.00,1.20,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1309mg,1회,,117.81g,23US00903G7,US PHARMATECH INC,드림라이프 주식회사,해당없음,Y,840,미국,2,수집,2023-01-05,2025-12-30
F103-001010000-2392,프리미엄 알티지 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1320mg,10,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1320mg,1회,,118.80g,23CA52489G1,PRIME HEALTH LTD.,주식회사 오스코코리아,해당없음,Y,124,캐나다,2,수집,2023-09-08,2025-12-30
F103-001010000-2381,프리미엄 알티지 오메가 3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1350mg,10,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1350mg,1회,,121.50g,22CA07671G4,PREMIUM NATURAL ONE PRODUCTS LTD.,태림약품,해당없음,Y,124,캐나다,2,수집,2022-02-23,2025-12-30
F103-001010000-2380,프리미엄 알래스카 오메가-3 위드 비타민D,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1302mg,12,,0.00,1.30,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1302mg,1회,,234.36g,22US03305G0,LIFEBLOOM CORP.,뉴스팜,해당없음,Y,840,미국,2,수집,2022-01-21,2025-12-30
F103-001010000-2378,프리미엄 아쿠아셀 rTG 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1050mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1050mg,1회,,94.50g,25US00368G7,US PHARMATECH NV INC.,(주)퍼스카,해당없음,Y,840,미국,2,수집,2025-02-28,2025-12-30
F103-001010000-2377,프리미엄 아쿠아셀 rTG 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1050mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1050mg,1회,,94.50g,24US00516G5,US PHARMATECH INC,주식회사 아이앤유네트웍스,해당없음,Y,840,미국,2,수집,2024-03-05,2025-12-30
F103-001010000-2379,프리미엄 아쿠아셀 rTG 오메가-3,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1050mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1050mg,1회,,94.50g,24US01685G0,US PHARMATECH NV INC.,주식회사 아이앤유네트웍스,해당없음,Y,840,미국,2,수집,2024-07-12,2025-12-30
F103-001010000-2376,프리미엄 아이텐 아스타잔틴 루테인,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1200mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,30.00,25.00,,,,1,식품의약품안전처,1캡슐,1200mg,1회,,72g,22US27195G3,US PHARMATECH INC,주식회사 파마시뱅크,해당없음,Y,840,미국,2,수집,2023-10-12,2025-12-30
F103-001010000-2375,프리미엄 아이케어 루테인,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,500,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,24US02828G9,US PHARMATECH NV INC.,(주)이너네이쳐,해당없음,Y,840,미국,2,수집,2024-12-13,2025-12-30
F103-001010000-2374,프리미엄 아이러브,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,5,,0.00,0.50,,0.00,,,,,,,0,,,3000,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,23CA29700G3,NATURAL LIFE NUTRITION INC.,주식회사 팔팔구구케어,해당없음,Y,124,캐나다,2,수집,2023-05-24,2025-12-30
F103-001010000-2373,프리미엄 아이 골드 루테인,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,4,,0.00,0.40,,0.00,,,,,,,0,500,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,90g,24US02281G7,US PHARMATECH NV INC.,대성바이오,해당없음,Y,840,미국,2,수집,2024-10-04,2025-12-30
F103-001010000-2372,프리미엄 아이 골드 루테인,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,4,,0.00,0.40,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,90g,23US52278G8,US PHARMATECH INC,대성바이오,해당없음,Y,840,미국,2,수집,2023-09-08,2025-12-30
F101-018180000-0013,프리미엄 아연,F,건강기능식품,1,건강기능식품,01,영양성분,01018,아연,0100018,아연,00,해당없음,00,해당없음,,250mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,250mg,2회,,15g,22NZ31378G4,NUTRIZONE PHARMA LIMITED,(주)라온오가닉,해당없음,Y,554,뉴질랜드,2,수집,2022-07-26,2025-12-30
F103-001010000-2371,프리미엄 쏘팔코사맥스 골드,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,730mg,0,,0.00,0.00,,0.00,,,,,,,0,,,7,,,,,,,,,1,식품의약품안전처,1캡슐,730mg,1회,,44g,22CA39447G3,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2022-09-14,2025-12-30
F103-001010000-2370,프리미엄 쏘팔메토 파워맥스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1000mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,3.000,,,,,,,1,식품의약품안전처,1캡슐,1000mg,1회,,60g,24CA00174G2,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2024-04-08,2025-12-30
F103-001010000-2367,프리미엄 쏘팔메토 컴플렉스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,5,,0.00,0.50,,0.00,,,,,,,0,,,,1.500,2.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,117g,25US01567G7,"PHIL INTER PHARMA USA, INC.",(주)에스엠홀푸드,해당없음,Y,840,미국,2,수집,2025-09-08,2025-12-30
F103-001010000-2369,프리미엄 쏘팔메토 컴플렉스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,5,,0.00,0.50,,0.00,,,,,,,0,,,,1.500,2.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,117g,22US03150G2,"PHIL INTER PHARMA USA, INC.",(주)에스엠홀푸드,해당없음,Y,840,미국,2,수집,2022-01-25,2025-12-30
F103-001010000-2368,프리미엄 쏘팔메토 컴플렉스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1300mg,5,,0.00,0.50,,0.00,,,,,,,0,,,,1.500,2.000,,,,,,,1,식품의약품안전처,1캡슐,1300mg,1회,,117g,23US25095G8,"PHIL INTER PHARMA USA, INC.",(주)에스엠홀푸드,해당없음,Y,840,미국,2,수집,2023-05-03,2025-12-30
F103-001010000-2366,프리미엄 쏘팔 맨 파워 맥스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1000mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,3.000,,,,,,,1,식품의약품안전처,1캡슐,1000mg,1회,,60g,25CA00079G9,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2025-02-04,2025-12-30
F103-001010000-2365,"프리미엄 식물성 알티지 오메가3 비카민 D, 비타민E",F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1220mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,25.00,,,,1,식품의약품안전처,1캡슐,1220mg,1회,,73.20g,22CA17671G9,PREMIUM NATURAL ONE PRODUCTS LTD.,주식회사 내츄럴홀딩스,해당없음,Y,124,캐나다,2,수집,2022-05-03,2025-12-30
F102-005050000-0008,프리미엄 스피루리나,F,건강기능식품,1,건강기능식품,02,기능성 원료,02005,스피루리나,0200005,스피루리나,00,해당없음,00,해당없음,,1000mg,3,,0.50,0.00,,0.00,,,,,,,,,,,,,,,,,,,1,식품의약품안전처,2정,1000mg,2회,,100g,22TW42399G2,"FAR EAST MICROALGAE IND. CO., LTD.",주식회사 코럴클럽퍼시픽,해당없음,Y,158,대만,2,수집,2022-09-30,2025-12-30
F102-005050000-0006,프리미엄 스피루리나,F,건강기능식품,1,건강기능식품,02,기능성 원료,02005,스피루리나,0200005,스피루리나,00,해당없음,00,해당없음,,2000mg,8,,1.30,0.00,,0.38,,,,,,,44,,,,,,,,,,,,1,식품의약품안전처,4정,2000mg,2회,,100g,25GB00042G4,POWER HEALTH PRODUCTS LIMITED,주식회사 아키위드,해당없음,Y,826,영국,2,수집,2025-04-04,2025-12-30
F102-005050000-0007,프리미엄 스피루리나,F,건강기능식품,1,건강기능식품,02,기능성 원료,02005,스피루리나,0200005,스피루리나,00,해당없음,00,해당없음,,1450mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,1450mg,1회,,130.50g,23CA13551G8,PRIME HEALTH LTD.,주식회사 오스코코리아,해당없음,Y,124,캐나다,2,수집,2023-03-10,2025-12-30
F102-009090000-0004,프리미엄 소야플라본 퀸즈데이,F,건강기능식품,1,건강기능식품,02,기능성 원료,02009,대두이소플라본,0200009,대두이소플라본,00,해당없음,00,해당없음,,500mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,500mg,1회,,90g,23US46703G5,US PHARMATECH INC,주식회사 아이앤유네트웍스,해당없음,Y,840,미국,2,수집,2023-08-17,2025-12-30
F103-001010000-2364,프리미엄 샤이니 루테인,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,10,,0.00,1.00,,0.00,,,,,,,0,,,,,,,,5.00,,,,1,식품의약품안전처,1캡슐,500mg,1회,,45g,22US58364G5,MAISON PHARMTEC CORP.,(주)동호팜,해당없음,Y,840,미국,2,수집,2022-12-26,2025-12-30
F102-020200000-0002,프리미엄 상어간유,F,건강기능식품,1,건강기능식품,02,기능성 원료,02020,알콕시글리세롤 함유 상어간유,0200020,알콕시글리세롤 함유 상어간유,00,해당없음,00,해당없음,,100mg,8,,0.00,1.00,,0.00,,,,,,,0,0,,,,,,,0.00,,,,1,식품의약품안전처,1캡슐,100mg,3회,,90g,23US02079G0,FIRST LAB U.S.A CO.,이더라이프,해당없음,Y,840,미국,2,수집,2023-01-11,2025-12-30
F103-002020000-0562,프리미엄 산호칼슘 골드,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,3600mg,0,,0.00,0.00,,0.00,,,800,,,,0,,,,,,,,50.00,,,,1,식품의약품안전처,2정,3600mg,1회,,162g,23US44417G5,US PHARMATECH INC,메타(Meta)무역,해당없음,Y,840,미국,2,수집,2023-08-01,2025-12-30
F103-001010000-2363,프리미엄 빅 아스타잔틴 루테인,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,500mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,4.00,,,,1,식품의약품안전처,1캡슐,500mg,1회,,30g,23US32698G9,B&A HEALTH PRODUCTS CO.,홈비타,해당없음,Y,840,미국,2,수집,2023-06-09,2025-12-30
F103-002020000-0559,프리미엄 비타민E 400IU,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,550mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,550mg,1회,,49.50g,24US02571G9,"PHIL INTER PHARMA USA, INC.",오리진코리아(OriginKorea),해당없음,Y,840,미국,2,수집,2024-11-11,2025-12-30
F103-002020000-0561,프리미엄 비타민E 400IU,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,550mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,550mg,1회,,49.50g,22US47591G5,US PHARMATECH INC,오리진코리아(OriginKorea),해당없음,Y,840,미국,2,수집,2022-11-03,2025-12-30
F103-002020000-0560,프리미엄 비타민E 400IU,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,550mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1캡슐,550mg,1회,,49.50g,22US03306G8,ORIGINBIO,오리진코리아(OriginKorea),해당없음,Y,840,미국,2,수집,2022-01-21,2025-12-30
F101-003030000-0130,프리미엄 비타민D3,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,150mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,125.00,,,,1,식품의약품안전처,1캡슐,150mg,1회,,13.50g,23CA12562G8,PRIME HEALTH LTD.,주식회사 오스코코리아,해당없음,Y,124,캐나다,2,수집,2023-03-07,2025-12-30
F101-003030000-0129,프리미엄 비타민D 5000 IU,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,150mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,125.00,,,,1,식품의약품안전처,1캡슐,150mg,1회,,27g,25CA00529G4,NATURAL LIFE NUTRITION INC.,주식회사 더베이글,해당없음,Y,124,캐나다,2,수집,2025-09-04,2025-12-30
F101-003030000-0128,프리미엄 비타민D 2000IU 골드,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,50.00,,,,1,식품의약품안전처,1캡슐,300mg,1회,,27g,24CA00195G5,NUTRA BIO CANADA,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2024-04-16,2025-12-30
F101-003030000-0127,프리미엄 비타민D 2000IU,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,300mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,50.00,,,,1,식품의약품안전처,1캡슐,300mg,1회,,27g,22CA31784G3,NATURAL LIFE NUTRITION INC.,(주)더블유에이치글로벌,해당없음,Y,124,캐나다,2,수집,2022-07-28,2025-12-30
F101-014140000-0066,프리미엄 비타민C 1100,F,건강기능식품,1,건강기능식품,01,영양성분,01014,비타민 C,0100014,비타민 C,00,해당없음,00,해당없음,,4400mg,5,,0.00,0.00,,1.00,,,,,,,200,,,,,,,1100.00,,,,,1,식품의약품안전처,1정,4400mg,1회,,88g,25DE00015G0,C. HEDENKAMP GMBH & CO. KG,(주)헬스하우스,해당없음,Y,276,독일,2,수집,2025-02-03,2025-12-30
F101-003030000-0126,프리미엄 비타민 D3 2000IU,F,건강기능식품,1,건강기능식품,01,영양성분,01003,비타민 D,0100003,비타민 D,00,해당없음,00,해당없음,,150mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,50.00,,,,1,식품의약품안전처,1캡슐,150mg,1회,,13.50g,22CA33062G9,PHC PRODUCTS LTD.,"(주)제이비파미스 (JB Pharmis Co., Ltd.)",해당없음,Y,124,캐나다,2,수집,2022-08-04,2025-12-30
F101-012120000-0006,프리미엄 비타민 B12,F,건강기능식품,1,건강기능식품,01,영양성분,01012,비타민 B12,0100012,비타민 B12,00,해당없음,00,해당없음,,256mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,256mg,1회,,23g,25CA00176G0,ACANDA BIOTECHNOLOGIES (CANADA) LIMITED,(주) 엔라이즈,해당없음,Y,124,캐나다,2,수집,2025-04-11,2025-12-30
F101-013130000-0040,프리미엄 비오틴 맥스 플러스 7000,F,건강기능식품,1,건강기능식품,01,영양성분,01013,비오틴,0100013,비오틴,00,해당없음,00,해당없음,,600mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,600mg,1회,,36g,24CA00045G2,PRIME HEALTH LTD.,주식회사 오스코코리아,해당없음,Y,124,캐나다,2,수집,2024-01-19,2025-12-30
F103-002020000-0558,프리미엄 비오틴 15000,F,건강기능식품,1,건강기능식품,03,복합,03002,복합제품류,0300002,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,800mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,1정,800mg,1회,,48g,25US00309G1,LIFEBLOOM CORP.,라이프블룸코리아 유한회사,해당없음,Y,840,미국,2,수집,2025-02-20,2025-12-30
F103-001010000-2362,프리미엄 블러드 슈가케어 컴플렉스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,600mg,0,,0.00,0.00,,0.00,,,,,,,0,,,,10.000,10.000,,50.00,,,,,1,식품의약품안전처,1캡슐,600mg,1회,,54g,23CA27916G1,PRIME HEALTH LTD.,주식회사 오스코코리아,해당없음,Y,124,캐나다,2,수집,2023-05-17,2025-12-30
F103-001010000-2361,프리미엄 브레인 포스파티딜세린,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,1200mg,20,,0.00,2.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,1200mg,1회,,36g,23US08471G3,US PHARMATECH INC,천조인터내셔널,해당없음,Y,840,미국,2,수집,2023-02-14,2025-12-30
F103-001010000-2360,프리미엄 브레인 맥스,F,건강기능식품,1,건강기능식품,03,복합,03001,"복합제품(영양소, 기능성)",0300001,"복합제품(영양소, 기능성)",00,해당없음,00,해당없음,,2400mg,35,,0.00,4.00,,0.00,,,,,,,0,,,,,,,,,,,,1,식품의약품안전처,2캡슐,2400mg,1회,,72g,24US00871G7,US PHARMATECH NV INC.,(주)이너네이쳐,해당없음,Y,840,미국,2,수집,2024-04-08,2025-12-30
